Id,AccountId,BillingCity,BillingContactName,BillingCountry,BillingFax,BillingLine1,BillingLine2,BillingLine3,BillingName,BillingPostalCode,BillingStateOrProvince,BillingTelephone,CampaignId,ContactId,Description,DiscountAmount,DiscountPercentage,EffectiveFromDate,EffectiveToDate,ExchangeRate,ExpiresOnDate,FinalOfferDate,FollowUpDate,FreightAmount,FreightRate,FreightTermsCode,IsActive,Name,OpportunityId,OwnerId,PaymentTermsCode,PlanFirmDate,PriceListId,QuoteNumber,RequestedDeliveryDate,RequestedShipDate,RevisionNumber,ShippingCity,ShippingContactName,ShippingCountry,ShippingFax,ShippingFreightTermsCode,ShippingLine1,ShippingLine2,ShippingLine3,ShippingMethodCode,ShippingName,ShippingPostalCode,ShippingStateOrProvince,ShippingTelephone,StatusCode,TotalAmount,TotalAmountLessFreight,TotalDiscountAmount,TotalLineItemAmount,TotalLineItemDiscountAmount,TotalTax,TypeCode,WillCall,ApprovalStatusCode,CreatedByUser,CreatedDateTime,ModifiedByUser,ModifiedDateTime,CurrencyId,PriceModifier,RebateAmount,Tax,TotalLineItemAllocatedAmount,TotalLineItemFreightAmount,TotalLineItemRebateAmount,BusinessDate,ERPNumber,PriceBasisDate,PurchaseOrderDate,PurchaseOrderNumber,SalesAreaCode,SalesDistrictCode,SalesGroupCode,SalesOfficeCode,AccountGroupCode,DueDate,MarketClassificationCode,ApprovedDateTime,SubmittedDateTime,TaxPercentage,TotalWeight,WeightUomCode,TotalLineItemBaseAmount,ReviewDate
30FBB0C4-449A-420E-9258-27AACCFA1BA5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CreatedFromWebSite,NULL,072DE345-7408-40D1-B8D6-B1E5BCDE0FC0,NULL,NULL,E239ED5B-1CD1-4324-8118-829F7D68FF13,QUO0000001883,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,278.4,278.4,0,278.4,0,0,NULL,NULL,NULL,072de345-7408-40d1-b8d6-b1e5bcde0fc0,52:38.6,NULL,NULL,2CD8DD14-2F09-4BBB-97DB-CFF1DB457B31,NULL,NULL,NULL,0,0,0,52:38.3,NULL,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,60,1,320,NULL
6B8C9AC5-AF0F-4898-90CF-27B5A0144DA5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CreatedFromWebSite,NULL,072DE345-7408-40D1-B8D6-B1E5BCDE0FC0,NULL,NULL,E239ED5B-1CD1-4324-8118-829F7D68FF13,QUO0000002032,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,NULL,NULL,072de345-7408-40d1-b8d6-b1e5bcde0fc0,08:18.4,NULL,NULL,2CD8DD14-2F09-4BBB-97DB-CFF1DB457B31,NULL,NULL,NULL,0,0,0,08:18.3,NULL,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,NULL
57C13789-2BC2-430C-AF6C-28F88F7256BB,078174AD-BAC5-4A46-8894-8F1B560E485E,Omaha,NULL,NULL,NULL,6500 W. Clancy St.,NULL,NULL,NULL,56900,NE,456-123-5432,NULL,DD980560-AFF6-42DD-8E85-BED3412A2A18,NULL,NULL,15,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,New Truck Delivery,NULL,95D29ADC-309B-450A-A789-8D5B481347AB,NULL,NULL,E76499ED-16D3-420C-BC10-EFCD2332F0F7,QUO0000001106,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,48781.52,48781.52,-8608.5,57390.02,0,0,NULL,NULL,1,95d29adc-309b-450a-a789-8d5b481347ab,12:01.7,95d29adc-309b-450a-a789-8d5b481347ab,41:11.3,2CD8DD14-2F09-4BBB-97DB-CFF1DB457B31,NULL,NULL,NULL,0,0,0,12:01.5,NULL,00:00.0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,46:18.1,41:11.3,NULL,0,1,56890.02,21:06.1
86EFACD3-6168-4E16-8A51-2959ED63B17D,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,95D29ADC-309B-450A-A789-8D5B481347AB,NULL,NULL,E76499ED-16D3-420C-BC10-EFCD2332F0F7,QUO0000002026,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,NULL,NULL,95d29adc-309b-450a-a789-8d5b481347ab,51:36.1,NULL,NULL,2CD8DD14-2F09-4BBB-97DB-CFF1DB457B31,NULL,NULL,NULL,0,0,0,51:36.0,NULL,00:00.0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,NULL
CD497FC3-A7CE-474E-9E7F-296A7FA4D392,1C146B1A-D03D-4D47-9FE9-DEA8A1627A22,Detroit,NULL,NULL,NULL,555 Woodward Ave,NULL,NULL,NULL,48786,MI,313-456-2825,NULL,FB284D8E-5E6C-4F18-9DF9-7058CFD885CE,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CreatedFromWebSite,NULL,95D29ADC-309B-450A-A789-8D5B481347AB,NULL,NULL,E239ED5B-1CD1-4324-8118-829F7D68FF13,QUO0000001959,NULL,NULL,0,Detroit,NULL,NULL,NULL,NULL,555 Woodward Ave,NULL,NULL,NULL,NULL,48786,MI,313-456-2825,1,38379.6,38379.6,0,38379.6,0,0,NULL,NULL,NULL,072de345-7408-40d1-b8d6-b1e5bcde0fc0,06:15.3,95d29adc-309b-450a-a789-8d5b481347ab,09:10.2,2CD8DD14-2F09-4BBB-97DB-CFF1DB457B31,NULL,NULL,NULL,0,0,0,06:15.0,NULL,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,60,1,40399.58,NULL
E0FAE134-ADCA-4C73-A2C7-2D09F75B1674,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Can Delete Also,NULL,NULL,NULL,NULL,0.69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Can Delete Also,NULL,D721177E-8E6B-4CF2-9029-8E14CEFBC871,NULL,NULL,E239ED5B-1CD1-4324-8118-829F7D68FF13,QUO0000001922,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,13476.1,13476.1,0,13476.1,0,0,NULL,NULL,NULL,d721177e-8e6b-4cf2-9029-8e14cefbc871,01:23.9,NULL,NULL,26D0F4BF-954E-4383-A243-8682658BF42D,NULL,NULL,NULL,0,0,0,01:23.9,NULL,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,60,1,13476.1,NULL
C2F34ACA-A7A8-46B4-A081-2F0175C93917,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4CCEE81E-276E-4259-B52B-6925535DDE80,NULL,NULL,E239ED5B-1CD1-4324-8118-829F7D68FF13,QUO0000002030,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,NULL,NULL,4ccee81e-276e-4259-b52b-6925535dde80,39:30.0,NULL,NULL,2CD8DD14-2F09-4BBB-97DB-CFF1DB457B31,NULL,NULL,NULL,0,0,0,39:30.0,NULL,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,NULL
1F8B5F8B-1215-493F-AC37-345E48AC1E4D,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Test for SAP,NULL,D721177E-8E6B-4CF2-9029-8E14CEFBC871,NULL,NULL,E239ED5B-1CD1-4324-8118-829F7D68FF13,QUO0000001891,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,741.24,741.24,0,741.24,0,0,NULL,NULL,NULL,d721177e-8e6b-4cf2-9029-8e14cefbc871,32:42.0,072de345-7408-40d1-b8d6-b1e5bcde0fc0,41:31.8,2CD8DD14-2F09-4BBB-97DB-CFF1DB457B31,NULL,NULL,NULL,0,0,0,32:42.0,NULL,00:00.0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,3146.99,NULL
9279B422-D528-44DA-A01F-34F3AB7DF33A,3D133603-6AC6-4027-BAE3-1AD7A653F08E,Cleveland,NULL,NULL,NULL,1632 Main St,NULL,NULL,NULL,NULL,OH,NULL,NULL,B47C16DC-E74D-474A-8608-48591C0108CE,NULL,NULL,NULL,NULL,NULL,1,00:00.0,NULL,NULL,NULL,NULL,2,NULL,Round Damper for Acme Air Handling Unit,NULL,967B6D71-2F06-4B59-8648-71F93E5D1F03,1,NULL,34D2C107-CD69-46C0-9E58-8389872C2450,QUO0000002073,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,278.4,278.4,0,278.4,0,0,NULL,NULL,NULL,967b6d71-2f06-4b59-8648-71f93e5d1f03,08:48.1,967b6d71-2f06-4b59-8648-71f93e5d1f03,08:58.9,2CD8DD14-2F09-4BBB-97DB-CFF1DB457B31,NULL,NULL,NULL,0,0,0,08:48.1,NULL,00:00.0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,320,NULL
D26159DD-6643-4734-80B6-35A127417300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,95D29ADC-309B-450A-A789-8D5B481347AB,NULL,NULL,E76499ED-16D3-420C-BC10-EFCD2332F0F7,QUO0000001975,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,NULL,NULL,95d29adc-309b-450a-a789-8d5b481347ab,36:57.8,NULL,NULL,2CD8DD14-2F09-4BBB-97DB-CFF1DB457B31,NULL,NULL,NULL,0,0,0,36:57.8,NULL,00:00.0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,NULL
A0562EF3-E30C-4C09-A16D-3711A3525855,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CreatedFromWebSite,NULL,072DE345-7408-40D1-B8D6-B1E5BCDE0FC0,NULL,NULL,E239ED5B-1CD1-4324-8118-829F7D68FF13,QUO0000001929,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,NULL,NULL,072de345-7408-40d1-b8d6-b1e5bcde0fc0,27:43.0,072de345-7408-40d1-b8d6-b1e5bcde0fc0,27:44.6,2CD8DD14-2F09-4BBB-97DB-CFF1DB457B31,NULL,NULL,NULL,0,0,0,27:42.7,NULL,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,NULL
7A0BDB5C-6594-4CA6-B30E-3B5612F1C8E5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CreatedFromWebSite,NULL,072DE345-7408-40D1-B8D6-B1E5BCDE0FC0,NULL,NULL,E239ED5B-1CD1-4324-8118-829F7D68FF13,QUO0000001950,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,45023.64,45023.64,0,45023.64,0,0,NULL,NULL,NULL,072de345-7408-40d1-b8d6-b1e5bcde0fc0,57:49.2,072de345-7408-40d1-b8d6-b1e5bcde0fc0,06:54.7,2CD8DD14-2F09-4BBB-97DB-CFF1DB457B31,NULL,NULL,NULL,0,0,0,57:48.9,NULL,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,60,1,51163.23,NULL
7DCA6C51-CA57-43F8-9D60-3ED3CD68EE20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CreatedFromWebSite,NULL,072DE345-7408-40D1-B8D6-B1E5BCDE0FC0,NULL,NULL,E239ED5B-1CD1-4324-8118-829F7D68FF13,QUO0000002081,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,NULL,NULL,072de345-7408-40d1-b8d6-b1e5bcde0fc0,49:07.8,NULL,NULL,2CD8DD14-2F09-4BBB-97DB-CFF1DB457B31,NULL,NULL,NULL,0,0,0,49:07.7,NULL,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,NULL
21E6039B-D4F5-44D5-973E-3F3871957213,FCF18B79-EA87-49A0-BA08-F089390AA11F,Cincinnati,NULL,USA,NULL,55 Merchant St,Suite 100,NULL,NULL,45246,OH,513-612-2300,NULL,FC0DDF8E-0139-4CB4-B2DA-4639DCCBBA97,NULL,NULL,15,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Cincom Pumper for Municipality,NULL,131CC3A1-22E7-476D-B02A-5B2456C5E35A,NULL,NULL,E239ED5B-1CD1-4324-8118-829F7D68FF13,QUO0000000699,NULL,NULL,0,Dayton,NULL,EMEA,NULL,NULL,Ship To Address,NULL,NULL,NULL,NULL,888172,GA,NULL,5,163639.45,163639.45,28877.55,192517,0,0,NULL,NULL,3,131cc3a1-22e7-476d-b02a-5b2456c5e35a,27:42.8,131cc3a1-22e7-476d-b02a-5b2456c5e35a,28:48.9,2CD8DD14-2F09-4BBB-97DB-CFF1DB457B31,NULL,NULL,NULL,NULL,NULL,NULL,27:42.8,NULL,00:00.0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28:48.9,NULL,NULL,NULL,192517,NULL
46C8A514-0862-4749-9EDB-40EFC19C9BFA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CreatedFromWebSite,NULL,072DE345-7408-40D1-B8D6-B1E5BCDE0FC0,NULL,NULL,E239ED5B-1CD1-4324-8118-829F7D68FF13,QUO0000001863,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,22530.89,22530.89,0,22530.89,0,0,NULL,NULL,NULL,072de345-7408-40d1-b8d6-b1e5bcde0fc0,17:45.5,072de345-7408-40d1-b8d6-b1e5bcde0fc0,17:46.4,2CD8DD14-2F09-4BBB-97DB-CFF1DB457B31,NULL,NULL,NULL,0,0,0,17:45.3,NULL,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,60,1,25603.28,NULL
89FAE93C-4899-40F0-B22C-45CD502E4E72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4CCEE81E-276E-4259-B52B-6925535DDE80,NULL,NULL,E239ED5B-1CD1-4324-8118-829F7D68FF13,QUO0000002043,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,22509.32,22509.32,0,22509.32,0,0,NULL,NULL,NULL,4ccee81e-276e-4259-b52b-6925535dde80,04:19.9,NULL,NULL,2CD8DD14-2F09-4BBB-97DB-CFF1DB457B31,NULL,NULL,NULL,0,0,0,04:19.9,NULL,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,60,1,25578.77,NULL
2418E996-E753-4750-A79D-467E2399AAEB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,test quote,NULL,4CCEE81E-276E-4259-B52B-6925535DDE80,NULL,NULL,E239ED5B-1CD1-4324-8118-829F7D68FF13,QUO0000002086,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4ccee81e-276e-4259-b52b-6925535dde80,59:29.6,NULL,NULL,2CD8DD14-2F09-4BBB-97DB-CFF1DB457B31,NULL,NULL,NULL,NULL,NULL,NULL,59:29.6,NULL,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,00:23.1
7A621078-BC43-475E-98C3-47F18970071F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,95D29ADC-309B-450A-A789-8D5B481347AB,NULL,NULL,E76499ED-16D3-420C-BC10-EFCD2332F0F7,QUO0000001965,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,41269.33,41269.33,0,41269.33,0,0,NULL,NULL,NULL,95d29adc-309b-450a-a789-8d5b481347ab,38:57.5,NULL,NULL,2CD8DD14-2F09-4BBB-97DB-CFF1DB457B31,NULL,NULL,NULL,0,0,0,38:57.5,NULL,00:00.0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,60,1,43440.11,46:20.3
0F2472FC-35B2-4190-951B-49C0C179FA78,FCF18B79-EA87-49A0-BA08-F089390AA11F,Cincinnati,NULL,USA,NULL,55 Merchant St,Suite 100,NULL,NULL,45246,OH,513-612-2300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,NULL,Reprice Take 1,NULL,131CC3A1-22E7-476D-B02A-5B2456C5E35A,5,NULL,E239ED5B-1CD1-4324-8118-829F7D68FF13,QUO0000002095,NULL,NULL,0,Dayton,NULL,EMEA,NULL,NULL,Ship To Address,NULL,NULL,NULL,NULL,888172,GA,NULL,1,41026.33,41026.33,0,41026.33,0,0,NULL,NULL,NULL,131cc3a1-22e7-476d-b02a-5b2456c5e35a,34:04.5,NULL,NULL,2CD8DD14-2F09-4BBB-97DB-CFF1DB457B31,NULL,NULL,NULL,0,0,0,34:04.5,NULL,00:00.0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,60,1,41026.33,NULL
093681E4-B0EB-4518-B3DF-4BD10F373526,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CreatedFromWebSite,NULL,072DE345-7408-40D1-B8D6-B1E5BCDE0FC0,NULL,NULL,E239ED5B-1CD1-4324-8118-829F7D68FF13,QUO0000002082,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,NULL,NULL,072de345-7408-40d1-b8d6-b1e5bcde0fc0,26:00.3,NULL,NULL,2CD8DD14-2F09-4BBB-97DB-CFF1DB457B31,NULL,NULL,NULL,0,0,0,26:00.2,NULL,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,NULL
95E7BFD9-8563-4501-B353-4E19E7EF0C68,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,95D29ADC-309B-450A-A789-8D5B481347AB,NULL,NULL,E76499ED-16D3-420C-BC10-EFCD2332F0F7,QUO0000002002,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,95d29adc-309b-450a-a789-8d5b481347ab,25:20.3,NULL,NULL,2CD8DD14-2F09-4BBB-97DB-CFF1DB457B31,NULL,NULL,NULL,NULL,NULL,NULL,25:20.3,NULL,00:00.0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL
96251AF9-F3EC-473F-B865-4E66F245E73D,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,test,NULL,131CC3A1-22E7-476D-B02A-5B2456C5E35A,NULL,NULL,E239ED5B-1CD1-4324-8118-829F7D68FF13,QUO0000001970,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,620,620,0,620,0,0,NULL,NULL,NULL,131cc3a1-22e7-476d-b02a-5b2456c5e35a,25:10.3,NULL,NULL,2CD8DD14-2F09-4BBB-97DB-CFF1DB457B31,NULL,NULL,NULL,0,0,0,25:10.1,NULL,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,620,NULL
CA0449D5-528C-47BA-A6C2-4FFE5C9F3329,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,95D29ADC-309B-450A-A789-8D5B481347AB,NULL,NULL,E76499ED-16D3-420C-BC10-EFCD2332F0F7,QUO0000002009,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,NULL,NULL,95d29adc-309b-450a-a789-8d5b481347ab,50:57.6,NULL,NULL,2CD8DD14-2F09-4BBB-97DB-CFF1DB457B31,NULL,NULL,NULL,0,0,0,50:57.6,NULL,00:00.0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,NULL
B015A23C-F3EE-433C-93D3-514794E31FC4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,131CC3A1-22E7-476D-B02A-5B2456C5E35A,NULL,NULL,E239ED5B-1CD1-4324-8118-829F7D68FF13,QUO0000002076,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,NULL,NULL,131cc3a1-22e7-476d-b02a-5b2456c5e35a,23:00.0,NULL,NULL,2CD8DD14-2F09-4BBB-97DB-CFF1DB457B31,NULL,NULL,NULL,0,0,0,23:00.0,NULL,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,NULL
AE1759B9-CD5C-4EAE-8B4F-523AF1D52F5D,43308B1F-E5AF-4AF3-896D-96894E2B2A3C,Cincinnati,NULL,USA,NULL,123 Erie Ave.,NULL,NULL,NULL,45208,OH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Brazil Order,NULL,95D29ADC-309B-450A-A789-8D5B481347AB,NULL,NULL,E76499ED-16D3-420C-BC10-EFCD2332F0F7,QUO0000001911,NULL,NULL,0,Cincinnati,NULL,NULL,NULL,NULL,123 Erie Ave.,NULL,NULL,NULL,NULL,45208,OH,NULL,1,48436.92,48436.92,0,48436.92,0,0,NULL,NULL,NULL,95d29adc-309b-450a-a789-8d5b481347ab,07:37.2,95d29adc-309b-450a-a789-8d5b481347ab,09:14.0,2CD8DD14-2F09-4BBB-97DB-CFF1DB457B31,NULL,NULL,NULL,0,0,0,07:37.2,NULL,00:00.0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,60,1,50986.23,NULL
AFF03074-06F8-4FB0-BE87-5436B2607D98,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CreatedFromWebSite,NULL,072DE345-7408-40D1-B8D6-B1E5BCDE0FC0,NULL,NULL,E239ED5B-1CD1-4324-8118-829F7D68FF13,QUO0000001932,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,0,0,0,NULL,NULL,NULL,072de345-7408-40d1-b8d6-b1e5bcde0fc0,02:02.8,NULL,NULL,2CD8DD14-2F09-4BBB-97DB-CFF1DB457B31,NULL,NULL,NULL,0,0,0,02:02.4,NULL,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,NULL
